-1000.0 -18000.0
-778.0 -14004.0
-556.0 -10008.0
-334.0 -6012.0
-112.0 -2016.0
110.0 1980.0
332.0 5976.0
554.0 9972.0
776.0 13968.0
998.0 17964.0
 
-1000.0 -17999.999999999996
-778.0 -14003.999996185301
-556.0 -10007.999998331068
-334.0 -6012.000000476836
-112.0 -2016.0000000149007
110.0 1979.999999934807
332.0 5975.999999046325
554.0 9972.000002861021
776.0 13967.99998283386
998.0 17964.00003433227
 
-1000.0 -17999.99713897705
-778.0 -14003.99923324585
-556.0 -10007.998943328857
-334.0 -6011.999845504761
-112.0 -2016.0000026226044
110.0 1980.0000078976154
332.0 5976.000130176544
554.0 9971.999526023865
776.0 13968.000411987305
998.0 17963.995933532715
 
-1000.0 -17999.649047851562
-778.0 -14003.992080688477
-556.0 -10007.977485656738
-334.0 -6012.022495269775
-112.0 -2016.0004496574402
110.0 1980.0001755356789
332.0 5976.021289825439
554.0 9972.035884857178
776.0 13967.99087524414
998.0 17964.36309814453
 
-1000.0 -17976.760864257812
-778.0 -14019.012451171875
-556.0 -10007.619857788086
-334.0 -6011.1284255981445
-112.0 -2015.9408450126648
110.0 1979.9452275037766
332.0 5975.36563873291
554.0 9965.896606445312
776.0 13971.328735351562
998.0 17929.0771484375
 
-1000.0 -19073.486328124996
-778.0 -11920.928955078123
-556.0 -10728.83605957031
-334.0 -6109.476089477538
-112.0 -2011.6567611694334
110.0 1983.717083930969
332.0 6109.476089477538
554.0 10132.789611816404
776.0 14305.114746093748
998.0 19073.486328124996
 
-1000.0 0.0
-778.0 0.0
-556.0 0.0
-334.0 -14901.161193847656
-112.0 -2793.9677238464355
110.0 2328.3064365386963
332.0 29802.322387695312
554.0 0.0
776.0 0.0
998.0 0.0
 
-1000.0 0.0
-778.0 0.0
-556.0 0.0
-334.0 0.0
-112.0 0.0
110.0 0.0
332.0 0.0
554.0 0.0
776.0 0.0
998.0 0.0
 
-1000.0 0.0
-778.0 0.0
-556.0 0.0
-334.0 0.0
-112.0 0.0
110.0 0.0
332.0 0.0
554.0 0.0
776.0 0.0
998.0 0.0
 
-1000.0 0.0
-778.0 0.0
-556.0 0.0
-334.0 0.0
-112.0 0.0
110.0 0.0
332.0 0.0
554.0 0.0
776.0 0.0
998.0 0.0
 
