dh_1 0.01 1.6175042358776426e-06
ddh_2 0.01 1.6443418133192667e-11
  
dh_1 0.0031622776601683794 5.115221458739782e-07
ddh_2 0.0031622776601683794 7.714267918033924e-12
  
dh_1 0.001 1.6175974564686113e-07
ddh_2 0.001 5.351096768382163e-11
  
dh_1 0.00031622776601683794 5.115307890116161e-08
ddh_2 0.00031622776601683794 4.69131331221409e-10
  
dh_1 0.0001 1.6175756338554503e-08
ddh_2 0.0001 4.493689795433391e-09
  
dh_1 3.1622776601683795e-05 5.115168544376353e-09
ddh_2 3.1622776601683795e-05 3.432993880234667e-08
  
dh_1 1e-05 1.6167165592384514e-09
ddh_2 1e-05 5.89464367866375e-07
  
dh_1 3.162277660168379e-06 5.114504713840673e-10
ddh_2 3.162277660168379e-06 5.031317782085111e-06
  
dh_1 1e-06 1.7523719628154133e-10
ddh_2 1e-06 5.257247215161834e-05
  
dh_1 3.162277660168379e-07 1.187779156714558e-10
ddh_2 3.162277660168379e-07 0.0005799284088485677
  
dh_1 1e-07 2.8351171757479143e-10
ddh_2 1e-07 0.005869351169036572
  
dh_1 3.162277660168379e-08 9.087154462066038e-10
ddh_2 3.162277660168379e-08 0.041956884985828634
  
dh_1 1e-08 2.642735644903249e-09
ddh_2 1e-08 0.5548112313372726
  
dh_1 3.1622776601683795e-09 1.1470519302187593e-08
ddh_2 3.1622776601683795e-09 5.551417495778475
  
