-1000.0 2
-778.0 2
-556.0 2
-334.0 2
-112.0 2
110.0 2
332.0 2
554.0 2
776.0 2
998.0 2
 
-1000.0 2
-778.0 2
-556.0 2
-334.0 2
-112.0 2
110.0 2
332.0 2
554.0 2
776.0 2
998.0 2
 
-1000.0 2
-778.0 2
-556.0 2
-334.0 2
-112.0 2
110.0 2
332.0 2
554.0 2
776.0 2
998.0 2
 
-1000.0 2
-778.0 2
-556.0 2
-334.0 2
-112.0 2
110.0 2
332.0 2
554.0 2
776.0 2
998.0 2
 
-1000.0 2
-778.0 2
-556.0 2
-334.0 2
-112.0 2
110.0 2
332.0 2
554.0 2
776.0 2
998.0 2
 
-1000.0 2
-778.0 2
-556.0 2
-334.0 2
-112.0 2
110.0 2
332.0 2
554.0 2
776.0 2
998.0 2
 
-1000.0 2
-778.0 2
-556.0 2
-334.0 2
-112.0 2
110.0 2
332.0 2
554.0 2
776.0 2
998.0 2
 
-1000.0 2
-778.0 2
-556.0 2
-334.0 2
-112.0 2
110.0 2
332.0 2
554.0 2
776.0 2
998.0 2
 
-1000.0 2
-778.0 2
-556.0 2
-334.0 2
-112.0 2
110.0 2
332.0 2
554.0 2
776.0 2
998.0 2
 
-1000.0 2
-778.0 2
-556.0 2
-334.0 2
-112.0 2
110.0 2
332.0 2
554.0 2
776.0 2
998.0 2
 
